total_quantity,total_amount,unique_visits
179,57353,10
307,57326,40
269,57304,13
241,57294,20
131,57294,15
86,57292,4
120,57287,19
49,57286,9
59,57257,6
60,57187,17
658,57174,46
270,57155,33
149,57137,10
122,57116,13
167,57101,20
147,57085,19
586,57061,41
196,57047,10
360,57015,23
62,56993,2
221,56982,28
73,56980,4
208,56979,30
29,56974,5
78,56969,25
402,56945,73
130,56843,12
76,56841,5
155,56829,22
311,56798,13
135,56786,20
341,56775,29
144,56772,23
138,56729,8
79,56729,14
124,56719,5
200,56686,17
89,56683,7
202,56678,14
43,56678,11
159,56653,5
184,56648,16
197,56619,32
296,56579,15
62,56578,7
186,56570,7
108,56569,17
128,56564,8
102,56561,13
180,56552,13
49,56540,11
163,56516,12
149,56495,22
213,56467,21
56,56440,11
237,56412,24
157,56352,16
114,56349,24
207,56318,12
194,56302,38
347,56295,39
163,56271,10
157,56270,20
62,56222,15
39,56217,1
206,56217,29
103,56207,7
247,56178,22
143,56170,12
247,56162,29
401,56155,36
246,56146,33
207,56107,24
272,56091,27
86,56082,17
169,56037,25
203,56003,25
209,55990,42
76,55985,4
133,55984,3
97,55979,10
213,55945,14
195,55929,42
128,55927,6
176,55920,19
444,55915,22
126,55914,11
217,55913,25
23,55881,3
156,55873,7
189,55835,31
180,55824,29
339,55814,8
174,55806,20
140,55795,18
183,55789,22
69,55772,5
48,55760,8
195,55746,7
234,55734,29
227,55723,27
301,55718,7
401,55689,33
35,55668,7
75,55668,4
170,55631,30
100,55594,12
141,55592,18
179,55577,16
364,55560,12
104,55518,17
117,55515,23
270,55502,46
149,55485,15
117,55483,12
284,55478,72
211,55469,40
117,55462,11
157,55451,18
172,55429,12
224,55424,21
135,55407,14
158,55406,24
82,55354,3
51,55343,5
226,55336,21
165,55329,18
33,55324,5
373,55322,20
296,55267,21
180,55260,13
356,55259,29
359,55258,60
74,55243,9
85,55237,16
291,55228,21
100,55214,16
353,55213,81
147,55170,11
36,55156,2
160,55115,16
171,55098,9
298,55094,39
103,55085,2
135,55076,12
130,55049,19
232,55038,16
309,55029,23
321,55027,41
244,55011,27
184,55006,13
118,54991,12
182,54981,10
84,54980,16
177,54966,5
293,54931,49
85,54930,8
139,54907,31
131,54847,15
138,54843,5
292,54836,68
632,54827,26
44,54809,16
10,54803,4
222,54725,41
42,54710,5
156,54697,8
242,54685,36
113,54679,21
119,54672,18
216,54655,28
176,54633,18
94,54603,12
245,54566,42
122,54563,9
6,54533,1
226,54491,26
83,54426,15
187,54425,15
109,54392,8
57,54388,6
111,54385,16
89,54375,5
137,54364,20
113,54357,12
1181,54347,32
117,54337,3
360,54331,32
62,54322,8
36,54300,11
296,54297,20
102,54296,14
154,54292,16
186,54287,33
208,54284,6
57,54282,9
115,54263,17
152,54239,8
312,54181,10
256,54177,19
141,54176,17
296,54149,14
364,54140,23
151,54130,19
160,54120,7
68,54094,8
110,54093,5
272,54090,19
78,54054,8
295,54045,16
358,54008,10
138,53998,12
122,53992,8
56,53963,3
44,53954,7
105,53950,21
194,53943,25
203,53931,19
39,53924,5
53,53910,5
103,53898,4
56,53870,9
293,53846,13
95,53837,7
117,53829,13
139,53793,38
333,53793,19
202,53756,33
222,53744,28
319,53733,17
55,53728,11
133,53728,15
79,53713,11
36,53708,11
360,53708,56
286,53707,38
270,53694,23
241,53651,22
124,53643,6
152,53599,40
112,53592,17
93,53583,5
273,53574,26
363,53542,27
66,53514,5
177,53508,29
139,53472,14
64,53468,9
138,53447,16
33,53422,5
152,53406,22
36,53391,4
84,53383,10
408,53368,41
62,53352,3
134,53339,21
53,53328,2
170,53322,19
93,53313,5
279,53310,11
189,53254,18
59,53244,5
196,53242,40
151,53228,21
229,53204,38
72,53184,3
345,53157,35
143,53150,12
89,53149,8
255,53149,25
135,53143,19
69,53120,13
196,53106,26
1,53105,1
179,53077,22
138,53067,27
71,53059,16
66,53047,15
218,53040,28
99,53039,12
157,53016,9
36,52979,3
167,52973,32
138,52966,19
246,52962,61
136,52962,13
265,52958,21
225,52939,33
109,52919,12
137,52918,8
114,52905,13
142,52875,8
87,52872,24
118,52862,26
225,52809,27
110,52801,10
272,52796,38
219,52792,31
159,52785,20
280,52776,7
47,52767,4
99,52760,6
59,52756,7
189,52754,43
57,52753,16
416,52734,22
255,52721,23
292,52714,35
200,52697,33
270,52687,6
305,52687,33
106,52681,6
306,52670,26
239,52663,26
128,52661,7
140,52611,25
190,52583,30
315,52571,39
147,52569,12
214,52537,14
14,52536,5
228,52520,30
96,52487,9
87,52476,23
55,52473,1
65,52460,3
195,52437,10
68,52432,4
135,52432,15
17,52417,2
82,52412,1
316,52388,23
407,52388,35
82,52385,13
184,52382,30
180,52376,10
94,52369,7
127,52368,5
190,52351,25
101,52347,7
240,52298,51
186,52289,11
75,52259,9
1,52240,1
261,52238,9
121,52231,18
161,52226,18
31,52225,8
167,52219,16
67,52210,6
187,52193,18
160,52161,14
353,52146,19
173,52138,21
262,52138,34
234,52112,28
163,52112,17
302,52105,30
263,52096,20
248,52093,34
78,52053,13
109,52050,16
210,52036,27
233,52031,31
230,52027,34
168,52026,17
261,52017,11
176,52013,9
103,51994,14
16,51987,3
210,51985,27
168,51984,20
132,51983,18
19,51969,3
145,51960,10
123,51940,10
180,51909,22
127,51862,11
95,51859,2
172,51856,16
178,51851,4
75,51851,6
177,51850,8
150,51848,12
177,51825,22
59,51823,7
195,51815,13
193,51801,17
365,51796,29
126,51776,25
190,51773,19
166,51769,26
99,51765,10
156,51765,5
111,51761,24
41,51757,10
231,51737,30
188,51715,39
55,51687,7
142,51684,21
111,51684,19
236,51659,25
325,51651,24
11,51618,2
6,51616,1
50,51606,11
84,51594,14
251,51585,31
235,51580,10
132,51555,15
65,51549,7
57,51543,6
230,51530,22
337,51528,36
394,51525,32
177,51431,24
43,51425,7
235,51424,10
154,51395,14
402,51393,38
164,51372,19
192,51372,26
43,51364,5
227,51358,24
26,51352,3
71,51350,16
228,51349,25
291,51349,30
112,51347,12
148,51341,20
238,51341,11
332,51339,25
204,51335,37
103,51327,11
218,51316,15
41,51313,8
106,51286,24
220,51277,23
169,51247,21
90,51246,2
236,51239,24
197,51237,25
137,51234,18
250,51233,12
166,51190,6
152,51167,19
234,51157,34
277,51155,30
123,51149,21
418,51146,18
205,51134,28
84,51086,12
188,51072,25
50,51064,9
98,51046,25
165,51031,23
139,51018,21
76,50994,16
221,50966,11
337,50931,46
168,50930,13
180,50915,18
76,50907,13
208,50894,14
137,50886,10
201,50831,15
205,50826,7
251,50822,16
130,50822,15
75,50812,13
80,50807,24
105,50807,9
255,50786,30
98,50774,18
213,50770,12
261,50750,30
129,50732,12
121,50715,16
173,50695,18
52,50661,4
135,50627,12
211,50623,6
127,50615,5
153,50591,16
139,50590,9
76,50590,4
303,50582,18
175,50578,19
77,50534,11
248,50493,15
190,50485,8
106,50476,10
127,50466,18
127,50432,5
142,50420,20
169,50412,22
205,50386,12
189,50375,5
261,50360,20
330,50345,31
125,50342,18
81,50335,3
151,50333,43
114,50326,8
99,50290,8
89,50258,5
39,50239,1
60,50230,12
256,50224,19
317,50219,21
152,50200,3
117,50198,13
174,50169,21
39,50169,9
93,50160,23
61,50136,11
576,50129,20
282,50126,15
172,50110,18
67,50094,3
289,50082,28
154,50080,17
47,50047,10
194,50023,28
216,50019,7
108,50001,8
212,50001,7
244,49983,15
73,49920,5
118,49915,4
88,49909,6
55,49902,12
132,49896,15
186,49893,58
209,49884,6
271,49854,21
194,49851,41
173,49845,31
316,49842,37
153,49833,26
178,49826,24
172,49799,22
189,49786,52
156,49780,26
328,49774,14
56,49750,1
227,49748,31
53,49739,4
133,49728,11
140,49719,19
83,49706,21
110,49697,12
225,49696,22
158,49634,23
158,49632,9
42,49629,3
67,49609,9
138,49588,20
294,49560,37
89,49553,8
265,49552,33
104,49532,7
64,49524,9
116,49521,8
129,49508,14
313,49505,5
233,49499,7
288,49474,25
105,49469,13
174,49444,18
84,49427,2
92,49423,5
104,49409,12
121,49405,10
93,49394,3
48,49370,2
104,49362,20
120,49351,10
142,49332,11
234,49328,44
290,49281,40
180,49270,19
124,49268,3
189,49267,8
85,49251,15
124,49241,10
79,49214,7
95,49207,3
177,49205,9
199,49203,16
188,49158,31
57,49149,8
190,49143,19
278,49111,23
63,49108,6
192,49106,7
252,49078,30
242,49073,27
180,49063,23
152,49056,11
104,49052,5
272,49052,17
173,49051,11
161,49046,22
180,49025,11
155,49022,22
197,49003,25
215,48975,5
128,48962,31
290,48953,24
269,48950,48
224,48912,46
69,48911,4
52,48896,8
250,48885,43
107,48867,21
157,48854,27
205,48845,22
41,48831,10
200,48826,42
68,48818,4
332,48793,60
215,48788,33
43,48773,14
44,48764,9
146,48759,17
205,48745,17
178,48743,20
92,48743,7
175,48742,19
37,48739,5
61,48715,9
94,48714,18
89,48683,10
273,48657,12
176,48641,32
151,48639,15
269,48627,64
110,48620,12
176,48619,7
186,48605,12
139,48586,28
118,48578,16
61,48577,8
293,48576,29
257,48574,10
163,48571,35
131,48540,13
40,48525,9
113,48503,9
163,48500,35
262,48495,39
89,48494,4
58,48490,8
157,48473,25
220,48443,20
204,48443,17
272,48424,33
255,48421,33
49,48408,7
232,48407,45
154,48406,7
258,48386,39
174,48376,12
196,48373,10
36,48350,3
93,48342,12
168,48327,26
116,48317,19
257,48314,46
54,48295,4
49,48293,8
207,48286,24
248,48274,17
122,48268,5
128,48267,14
200,48263,40
178,48247,36
85,48246,10
139,48244,27
53,48196,11
72,48191,5
43,48190,4
136,48152,5
235,48142,33
246,48132,17
136,48130,9
181,48125,4
233,48105,14
182,48097,26
92,48096,11
80,48095,17
187,48083,20
42,48077,12
223,48066,64
139,48045,15
143,48043,15
202,48040,13
283,47991,54
150,47973,22
45,47966,4
39,47964,8
133,47945,9
349,47923,42
86,47913,16
318,47887,6
225,47875,11
377,47867,16
109,47852,9
81,47840,12
96,47813,6
472,47812,18
161,47789,16
59,47783,5
49,47762,9
157,47760,36
98,47733,8
222,47733,29
64,47731,20
331,47721,24
271,47720,8
94,47710,13
167,47694,20
271,47691,47
165,47679,26
217,47654,10
226,47650,33
94,47649,19
131,47627,19
88,47613,2
72,47609,9
349,47596,25
264,47593,39
143,47592,3
194,47588,20
109,47573,5
336,47571,31
186,47571,10
203,47566,27
258,47565,29
90,47561,10
152,47558,15
216,47558,19
58,47546,6
252,47530,14
356,47490,45
37,47490,5
160,47488,9
179,47478,12
136,47467,12
113,47464,13
66,47457,13
90,47437,3
110,47421,18
98,47420,13
71,47415,17
152,47409,17
137,47392,15
135,47389,10
257,47379,26
342,47377,36
137,47367,12
16,47367,3
80,47364,18
160,47356,22
142,47351,8
120,47347,12
285,47342,19
160,47327,8
132,47322,14
132,47319,8
225,47299,8
171,47282,10
350,47281,17
307,47279,11
84,47272,15
130,47254,28
208,47224,16
347,47213,73
85,47210,5
134,47179,22
159,47137,10
209,47115,10
35,47114,4
204,47109,30
83,47102,9
176,47099,31
168,47076,17
82,47064,6
260,47057,32
190,47055,57
120,47041,13
86,47030,6
87,46999,10
154,46952,9
166,46949,8
228,46927,56
159,46923,36
370,46910,32
107,46903,19
122,46875,20
12,46874,6
145,46873,14
171,46842,8
129,46840,27
149,46839,17
154,46831,30
23,46829,1
161,46819,14
332,46812,26
230,46802,27
94,46802,6
60,46791,11
21,46779,3
90,46752,19
252,46728,9
187,46715,14
146,46712,3
149,46707,29
114,46698,8
150,46696,15
89,46694,4
47,46692,2
102,46668,8
109,46667,6
19,46664,4
125,46652,14
25,46623,4
140,46617,23
436,46604,15
180,46587,27
445,46586,36
122,46586,11
251,46585,36
57,46560,12
83,46537,2
72,46524,12
78,46519,10
179,46493,23
267,46489,33
155,46484,18
171,46475,12
110,46472,19
204,46467,9
140,46467,14
200,46462,17
141,46456,6
82,46448,14
170,46438,40
94,46423,11
213,46418,16
110,46409,9
225,46408,9
82,46406,7
138,46404,22
271,46378,51
182,46367,18
160,46356,6
36,46355,8
71,46343,12
83,46327,12
62,46314,7
13,46295,1
75,46285,10
108,46284,24
230,46251,6
92,46246,14
28,46229,9
96,46217,32
18,46211,6
107,46195,14
387,46152,25
120,46147,23
182,46140,16
102,46132,14
179,46125,31
148,46116,16
128,46116,24
184,46095,20
84,46086,13
10,46086,1
35,46085,6
85,46084,12
130,46082,18
50,46078,4
140,46075,2
116,46035,11
94,46029,24
183,46028,16
63,46004,12
42,46003,15
165,45978,29
82,45977,3
8,45969,3
66,45966,5
187,45954,20
81,45953,3
279,45950,11
412,45933,35
95,45919,11
82,45916,13
125,45914,9
144,45912,16
179,45909,12
171,45909,29
135,45904,18
102,45886,2
226,45884,22
86,45881,20
88,45872,7
173,45850,30
111,45847,5
82,45840,6
181,45839,36
42,45836,5
95,45802,8
122,45790,11
241,45781,21
78,45780,19
177,45778,29
54,45769,8
115,45768,16
136,45751,16
180,45749,17
261,45744,9
218,45736,21
153,45727,19
219,45725,29
344,45720,32
98,45717,15
136,45713,22
123,45690,12
144,45680,15
250,45679,36
87,45672,9
175,45653,43
230,45632,24
196,45632,29
123,45613,24
18,45580,5
211,45578,27
235,45567,41
171,45562,15
31,45562,7
172,45552,2
348,45540,36
472,45533,6
183,45529,22
198,45528,26
258,45522,24
186,45520,20
63,45520,3
116,45509,7
250,45503,26
90,45492,14
289,45482,36
45,45475,7
77,45473,12
256,45463,29
86,45456,3
72,45443,7
174,45432,17
412,45420,35
74,45418,14
161,45416,33
40,45408,2
205,45404,14
476,45390,36
190,45389,16
131,45383,17
98,45380,15
55,45374,5
180,45374,9
50,45371,6
157,45369,13
141,45362,17
233,45362,26
379,45327,28
87,45312,6
249,45309,25
255,45305,12
265,45284,22
125,45266,3
110,45208,16
51,45189,5
205,45186,8
90,45177,2
66,45174,5
153,45168,10
193,45159,21
145,45156,11
135,45127,9
168,45114,20
126,45105,10
173,45087,25
188,45086,17
2,45080,1
55,45071,1
27,45057,1
88,45056,7
261,45053,17
191,45043,21
171,45032,14
194,45024,9
88,45020,5
110,44998,27
556,44978,31
223,44977,38
131,44966,7
84,44959,6
183,44934,30
127,44921,4
154,44915,10
213,44904,10
86,44876,16
152,44864,27
154,44862,22
309,44853,16
107,44850,21
48,44849,7
167,44840,17
92,44798,14
89,44788,12
22,44776,3
203,44744,14
45,44728,7
183,44721,9
127,44692,32
73,44687,22
131,44674,10
107,44662,17
155,44637,11
87,44633,6
3,44612,1
215,44610,28
72,44610,6
153,44609,12
58,44607,9
189,44563,22
297,44526,21
133,44525,2
261,44509,46
166,44495,16
164,44481,8
48,44475,12
247,44472,21
83,44450,10
160,44450,23
145,44437,8
184,44420,30
216,44419,30
93,44418,6
197,44411,30
128,44407,7
160,44401,33
118,44396,21
88,44395,8
58,44394,9
167,44384,3
195,44362,22
123,44361,9
67,44334,11
41,44319,10
360,44312,55
118,44312,11
110,44310,17
206,44309,12
257,44300,5
155,44294,10
170,44288,17
58,44286,21
124,44278,22
48,44275,5
68,44261,6
178,44259,22
140,44258,13
94,44247,9
204,44227,21
145,44223,27
247,44223,29
149,44220,17
210,44212,6
61,44199,12
47,44191,7
110,44176,15
159,44166,42
137,44164,29
277,44161,37
224,44153,18
82,44150,13
256,44141,40
121,44134,16
164,44091,9
158,44091,24
125,44089,11
40,44089,5
218,44084,26
132,44076,12
182,44042,7
205,44036,14
138,44013,23
140,44008,6
27,44007,5
179,43979,18
153,43969,6
195,43963,31
92,43937,12
85,43934,10
161,43930,27
119,43906,6
188,43859,6
124,43859,20
254,43838,23
46,43837,4
89,43826,7
117,43824,7
63,43809,12
131,43804,5
260,43803,18
238,43799,22
134,43797,4
160,43786,14
125,43751,13
83,43744,9
117,43719,12
83,43715,12
224,43694,37
130,43691,8
224,43684,24
68,43666,9
149,43617,4
95,43615,7
5,43599,2
132,43599,11
445,43587,6
103,43564,10
35,43538,9
110,43522,7
139,43520,3
129,43520,12
105,43502,5
90,43498,15
37,43487,12
183,43472,29
107,43464,3
92,43461,13
147,43452,22
139,43445,9
96,43444,8
120,43433,12
122,43420,34
75,43413,6
205,43406,18
43,43401,2
119,43400,15
135,43380,17
111,43367,11
61,43356,11
187,43347,31
107,43340,21
12,43320,6
117,43317,13
53,43315,5
25,43315,2
149,43311,20
214,43296,20
114,43278,22
179,43268,27
252,43267,39
125,43238,18
30,43232,5
139,43225,7
235,43216,6
195,43216,29
90,43208,17
105,43191,8
192,43189,19
172,43187,9
253,43177,21
266,43168,41
166,43140,20
267,43136,20
155,43126,14
189,43118,13
116,43103,7
199,43101,15
129,43101,2
70,43081,6
156,43079,22
146,43073,7
213,43065,10
64,43061,19
133,43055,38
114,43055,21
206,43053,10
237,43052,24
132,43038,11
36,43036,3
187,42998,14
188,42992,18
2,42989,1
162,42961,18
17,42954,4
67,42944,7
14,42935,7
45,42935,4
153,42926,31
22,42919,9
86,42901,9
32,42900,1
148,42897,19
71,42868,5
172,42863,16
128,42861,24
20,42856,6
33,42853,4
114,42847,11
122,42829,8
143,42821,28
102,42799,11
256,42799,10
62,42797,12
40,42795,12
310,42791,27
64,42791,9
80,42787,4
108,42762,24
112,42753,15
176,42737,20
210,42723,14
124,42723,11
231,42716,11
221,42707,26
91,42695,15
173,42690,20
138,42663,9
8,42654,1
204,42636,25
205,42632,37
208,42629,27
238,42627,8
193,42613,28
129,42609,25
166,42591,16
139,42580,24
109,42576,6
192,42574,29
64,42569,11
18,42566,9
117,42543,4
207,42536,26
111,42530,11
144,42527,11
100,42524,9
98,42523,10
195,42501,21
90,42495,12
152,42493,12
56,42476,9
139,42473,20
248,42469,38
77,42451,23
60,42418,5
315,42415,4
128,42372,13
97,42360,13
79,42357,8
86,42347,13
162,42334,4
54,42282,11
39,42263,2
193,42263,5
189,42260,16
227,42260,20
190,42258,28
63,42253,13
247,42252,13
121,42245,4
276,42236,21
98,42223,12
54,42223,9
211,42210,33
181,42208,6
183,42205,7
176,42203,21
37,42197,14
159,42174,9
97,42173,25
223,42165,17
44,42164,4
219,42161,43
194,42156,3
98,42146,6
108,42145,3
165,42143,29
88,42139,11
213,42113,5
354,42108,16
77,42106,5
247,42104,28
215,42102,10
131,42099,30
240,42069,31
101,42039,18
220,42039,11
42,42005,4
191,42002,20
94,42000,17
220,41997,41
34,41994,12
1,41990,1
160,41979,7
114,41976,11
109,41974,6
121,41967,13
54,41964,5
217,41949,27
102,41929,14
10,41929,4
73,41912,4
200,41874,26
56,41872,13
253,41852,9
196,41831,22
100,41829,9
93,41828,5
261,41822,53
113,41807,11
38,41801,5
144,41799,16
212,41780,12
61,41772,7
67,41768,16
49,41760,6
176,41752,33
210,41745,24
182,41735,36
140,41725,5
227,41721,32
19,41717,4
103,41715,12
106,41715,15
75,41705,5
100,41689,7
21,41689,3
35,41689,5
279,41663,12
66,41651,13
23,41646,8
110,41645,26
153,41630,11
241,41620,13
167,41620,13
27,41605,5
97,41598,15
226,41583,28
8,41573,4
68,41560,13
129,41560,14
246,41551,10
414,41547,40
121,41528,3
102,41528,18
111,41519,14
135,41500,19
128,41483,13
153,41483,13
168,41472,27
229,41469,29
82,41466,9
105,41462,17
178,41457,9
66,41447,6
42,41444,6
103,41442,9
33,41441,10
100,41420,20
285,41420,21
50,41418,6
120,41409,15
663,41405,14
248,41396,25
45,41376,10
156,41373,14
229,41355,19
21,41344,2
117,41338,5
31,41320,3
148,41314,16
111,41314,10
71,41314,14
216,41299,18
169,41298,23
148,41297,13
223,41293,14
210,41290,28
77,41288,4
129,41278,15
124,41263,8
177,41254,13
94,41254,2
165,41239,24
125,41225,15
307,41213,15
214,41208,7
192,41200,7
68,41197,10
204,41194,6
85,41190,11
176,41188,14
4,41187,1
46,41183,6
32,41169,5
249,41157,47
47,41148,11
180,41133,19
184,41132,23
91,41132,3
273,41123,25
86,41118,5
95,41116,10
155,41114,27
45,41110,5
63,41108,6
56,41101,2
103,41069,4
78,41065,5
111,41064,10
176,41047,32
44,41046,4
16,41036,3
45,41032,6
228,41030,11
46,41030,7
66,41021,10
182,41013,38
105,41010,16
102,41006,11
107,41000,20
140,40976,26
89,40974,3
106,40968,9
169,40966,38
125,40965,16
109,40963,11
175,40958,12
132,40958,24
179,40955,19
85,40953,11
102,40946,11
106,40943,27
499,40927,22
76,40921,11
72,40916,16
168,40911,3
46,40891,5
45,40889,2
95,40889,18
50,40888,12
130,40881,3
89,40860,12
122,40858,6
229,40858,23
162,40845,10
150,40831,5
209,40830,12
31,40829,8
358,40826,23
58,40821,3
156,40819,8
206,40813,25
84,40810,8
28,40797,6
145,40793,21
181,40790,37
185,40785,9
14,40783,4
254,40779,33
248,40775,7
109,40769,7
104,40746,15
72,40744,8
24,40740,3
65,40739,8
57,40734,4
218,40718,6
57,40717,7
93,40716,20
157,40711,22
56,40707,8
63,40702,12
204,40699,21
208,40696,42
53,40687,3
316,40679,46
77,40677,7
154,40676,20
439,40676,17
121,40676,30
344,40659,42
215,40659,31
131,40654,3
144,40652,6
35,40632,13
84,40631,8
66,40621,16
62,40618,10
180,40616,14
182,40599,18
81,40597,8
108,40589,9
130,40587,33
152,40582,18
25,40567,9
205,40550,8
319,40548,4
143,40546,17
270,40540,10
153,40530,31
149,40526,33
216,40509,25
105,40507,13
63,40506,13
185,40490,7
47,40485,5
161,40482,13
106,40475,10
423,40462,37
129,40460,8
38,40459,8
117,40458,5
106,40452,20
193,40452,36
21,40446,7
75,40433,10
135,40427,10
198,40426,18
80,40423,12
70,40416,5
148,40416,6
138,40415,3
189,40409,20
136,40405,11
258,40404,26
200,40388,18
57,40387,17
77,40385,12
30,40379,1
97,40378,12
220,40378,21
99,40366,39
73,40351,3
280,40320,1
104,40313,16
85,40305,9
165,40299,16
405,40294,41
164,40286,7
157,40283,8
163,40279,30
196,40274,8
161,40273,10
